study_accession,catalog_status,reason_code,n_authors,first_author,last_author,n_papers,n_linked_papers,n_bioproject_pubs,organisations,has_any_author,has_any_organisation,in_ncbi_bioproject
PRJNA808198,excluded,site_excluded,0,,,0,0,0,Genoxor Medical Science and Technology Inc,False,True,True
PRJNA809514,excluded,age_adult_only,0,,,0,0,0,Xiamen Treatgut Biotechnology Co. LTD,False,True,True
PRJNA810198,excluded,site_excluded,0,,,0,0,0,"First Affiliated Hospital, Sun Yat-Sen University",False,True,True
PRJNA810436,excluded,site_excluded,0,,,0,0,0,Dana-Farber Cancer Institute,False,True,True
PRJNA811727,excluded,age_adult_only,0,,,0,0,0,Inner Mongolia Agricultural University,False,True,True
PRJNA811803,excluded,age_adult_only,0,,,0,0,0,Solarea Bio,False,True,True
PRJNA812583,included,,11,Wei S,Hvas CL,1,1,0,Technical University of Denmark,True,True,True
PRJNA813203,excluded,site_excluded,0,,,0,0,0,"Helmholtz Centre for Infection Research, HZI",False,True,True
PRJNA813338,excluded,site_excluded,0,,,0,0,0,The First Affiliated Hospital of Xiamen(Tongan Branch); The First Affiated Hosiptal of Xiamen (Tongan Branch),False,True,True
PRJNA813341,excluded,site_excluded,0,,,0,0,0,Sciences and Medicine University of Science and Technology of China,False,True,True
PRJNA813350,excluded,site_unknown,0,,,0,0,0,Matridx,False,True,True
PRJNA813705,excluded,age_adult_only,0,,,0,0,0,Universite catholique de Louvain,False,True,True
PRJNA814343,excluded,site_excluded,0,,,0,0,0,"Agency for Science, Technology and Research",False,True,True
PRJNA814613,excluded,site_excluded,0,,,0,0,0,"West China Hospital, Sichuan University",False,True,True
PRJNA814640,excluded,site_excluded,0,,,0,0,0,Southern Medical University,False,True,True
PRJNA814828,excluded,site_excluded,0,,,0,0,0,Peking University Third Hospital,False,True,True
PRJNA815485,excluded,site_excluded,0,,,0,0,0,Center for disease control and prevention,False,True,True
PRJNA815812,excluded,site_excluded,0,,,0,0,0,The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University,False,True,True
PRJNA815938,excluded,assay_isolate_genome,0,,,0,0,0,Institute of Tropical Medicine,False,True,True
PRJNA816258,excluded,site_excluded,0,,,0,0,0,China Simceredx Jiangsu,False,True,True
PRJNA816930,excluded,site_unknown,0,,,0,0,0,"West China Hospital of Sichuan University, Chengdu, China",False,True,True
PRJNA817195,excluded,site_excluded,0,,,0,0,0,Fred Hutchinson Cancer Research,False,True,True
PRJNA817257,excluded,assay_other_nonshotgun,0,,,0,0,0,OARSA/CFSAN/FDA,False,True,True
PRJNA817430,excluded,site_excluded,0,,,0,0,0,University hospital Heidelberg,False,True,True
PRJNA818062,excluded,age_adult_only,0,,,0,0,0,CAS,False,True,True
PRJNA819007,excluded,assay_other_nonshotgun,0,,,0,0,0,University of Helsinki,False,True,True
PRJNA820539,excluded,age_unknown_no_evidence,0,,,0,0,0,Norwegian University of Life Sciences,False,True,True
PRJNA821542,included,,15,Lalli MK,Vatanen T,2,2,0,Broad Institute,True,True,True
PRJNA821920,included,,11,Ligezka A,Romanowicz M,1,1,0,Mayo Clinic,True,True,True
PRJNA823736,excluded,assay_other_nonshotgun,0,,,0,0,0,University of Nebraska-Lincoln,False,True,True
PRJNA823758,excluded,site_excluded,0,,,0,0,0,IOC/Fiocruz,False,True,True
PRJNA826631,excluded,site_excluded,0,,,0,0,0,University of British Columbia,False,True,True
PRJNA830888,excluded,site_excluded,0,,,0,0,0,University of Wisconsin - Madison,False,True,True
PRJNA831236,excluded,age_adult_only,0,,,0,0,0,Sorbonne University,False,True,True
PRJNA835321,included,,0,,,0,0,0,RAJIV GANDHI CENTRE FOR BIOTECHNOLOGY,False,True,True
PRJNA838480,excluded,site_excluded,0,,,0,0,0,Amsterdam UMC,False,True,True
PRJNA838575,included,,34,Hoskinson C,Turvey SE,4,4,0,University of British Columbia; CHILD Study,True,True,True
PRJNA843091,excluded,site_excluded,0,,,0,0,0,University of North Carolina-Chapel Hill,False,True,True
PRJNA843121,excluded,host_nonhuman,0,,,0,0,0,University of South Carolina,False,True,True
PRJNA843963,included,,37,Mekuria Z,on behalf on the CAGED Research Team,5,1,5,The Ohio State University,True,True,True
PRJNA847183,excluded,host_nonhuman,0,,,0,0,0,University of Cambridge,False,True,True
PRJNA849374,excluded,site_excluded,0,,,0,0,0,Guangdong Academy of Medical Sciences,False,True,True
PRJNA851177,excluded,age_adult_only,0,,,0,0,0,SAHMRI,False,True,True
PRJNA853145,excluded,age_adult_only,0,,,0,0,0,"Nanchang University Co.,Ltd",False,True,True
PRJNA853174,included,,25,Cannon JL,Vinjé J,2,2,0,Centers for Disease Control,True,True,True
PRJNA853814,excluded,age_maternal_only,0,,,0,0,0,Guangdong Pharmaceutical University,False,True,True
PRJNA854064,excluded,site_excluded,0,,,0,0,0,Academy of Military Medical Sciences,False,True,True
PRJNA854811,excluded,site_excluded,0,,,0,0,0,National Institutes of Health,False,True,True
PRJNA855642,excluded,site_unknown,0,,,0,0,0,Peking University People's Hospital,False,True,True
PRJNA856347,excluded,site_excluded,0,,,0,0,0,Xi'an Chest Hospital,False,True,True
PRJNA856701,excluded,site_excluded,10,Schneider AM,Nelson AM,1,0,1,Penn State College of Medicine,True,True,True
PRJNA856848,excluded,site_excluded,0,,,0,0,0,The second xiangya hospital of central south university,False,True,True
PRJNA857715,excluded,site_excluded,0,,,0,0,0,Northern Arizona University,False,True,True
PRJNA858200,excluded,site_excluded,0,,,0,0,0,Matridx,False,True,True
PRJNA858626,excluded,age_child_over_36m,0,,,0,0,0,CUMC,False,True,True
PRJNA858822,excluded,host_nonhuman,0,,,0,0,0,Wyoming Public Health Laboratory,False,True,True
PRJNA860094,excluded,site_excluded,0,,,0,0,0,Children Hospital of Fudan University,False,True,True
PRJNA860728,excluded,assay_other_nonshotgun,12,Hayden HS,Salipante SJ,1,0,1,University of Washington,True,True,True
PRJNA860730,excluded,site_excluded,0,,,0,0,0,Stanford University,False,True,True
PRJNA861285,excluded,age_adult_only,0,,,0,0,0,University of Colorado,False,True,True
PRJNA861321,excluded,site_excluded,0,,,0,0,0,Massachusetts General Hospital,False,True,True
PRJNA862188,excluded,age_maternal_only,0,,,0,0,0,University of Virginia,False,True,True
PRJNA870588,included,,8,Lynch LE,Preidis GA,1,1,0,Baylor College of Medicine,True,True,True
PRJNA872399,included,,33,Mukhopadhyay S,Bittinger K,2,2,0,Children's Hospital of Philadelphia,True,True,True
PRJNA876769,excluded,site_excluded,0,,,0,0,0,Maternal and Child Health Hospital of Hubei Province,False,True,True
PRJNA881583,excluded,site_excluded,0,,,0,0,0,Children's Hospital of Nanjing Medical University,False,True,True
PRJNA882272,excluded,site_excluded,0,,,0,0,0,Children's Hospital of Nanjing Medical University,False,True,True
PRJNA884103,included,,20,Valguarnera E,Wardenburg JB,2,1,1,Washington University in St. Louis,True,True,True
PRJNA884149,excluded,assay_isolate_genome,0,,,0,0,0,Children's Hospital of Nanjing Medical University,False,True,True
PRJNA884688,included,,10,Tang M,Krebs NF,1,1,0,University of Colorado School of Medicine,True,True,True
PRJNA888339,excluded,site_excluded,0,,,0,0,0,"Genetic and Metabolic Central Laboratory, Guangxi Maternal and Child Health Hospital",False,True,True
PRJNA889771,included,,0,,,0,0,0,Jill Banfield's Lab at Berkeley,False,True,True
PRJNA890008,excluded,age_unknown_no_evidence,0,,,0,0,0,University of Luxembourg,False,True,True
PRJNA890666,excluded,age_child_over_36m,0,,,0,0,0,Duke University,False,True,True
PRJNA890867,excluded,age_child_over_36m,0,,,0,0,0,Shenzhen Children's Hospital,False,True,True
PRJNA891765,excluded,age_child_over_36m,0,,,0,0,0,St. Jude Children's Research Hospital,False,True,True
PRJNA892575,excluded,age_unknown_no_evidence,0,,,0,0,0,University of Manitoba,False,True,True
PRJNA893406,excluded,age_adult_only,0,,,0,0,0,"Second Xiangya Hospital, Central South University, China",False,True,True
PRJNA893901,excluded,assay_other_nonshotgun,0,,,0,0,0,Philip Morris International,False,True,True
PRJNA894152,included,,6,Mills M,Lee J,1,1,0,The Ohio State University,True,True,True
PRJNA894204,excluded,age_adult_only,0,,,0,0,0,"Insititute of Oral Biology, Univeristy of Oslo",False,True,True
PRJNA895415,excluded,age_adult_only,0,,,0,0,0,Translational Health Science and Technology Institute,False,True,True
PRJNA895487,excluded,age_child_over_36m,31,Chrisman BS,Wall DP,4,0,4,Oregon State University,True,True,True
PRJNA896917,excluded,age_adult_only,0,,,0,0,0,Instituto Nacional de Medicina Genomica,False,True,True
PRJNA898150,excluded,age_maternal_only,0,,,0,0,0,"Women's Hospital, Zhejiang University School of Medicine",False,True,True
PRJNA898628,included,,14,Bargheet A,Pettersen VK,2,2,0,The Arctic University of Norway,True,True,True
PRJNA898828,excluded,site_excluded,0,,,0,0,0,Fourth Military Medical University,False,True,True
PRJNA899863,excluded,assay_amplicon_misfiled,0,,,0,0,0,Evelo Biosciences,False,True,True
PRJNA900041,included,,0,,,0,0,0,University of Parma,False,True,True
PRJNA900180,included,,0,,,0,0,0,University of Parma,False,True,True
PRJNA900555,excluded,age_adult_only,0,,,0,0,0,"Xiangya Hospital, Central South University",False,True,True
PRJNA901203,excluded,site_excluded,0,,,0,0,0,"Hangzhou Matridx Biotechnology CO., Ltd",False,True,True
PRJNA904419,excluded,age_adult_only,0,,,0,0,0,"The First Medical Center, Chinese PLA General Hospital",False,True,True
PRJNA904560,excluded,age_adult_only,0,,,0,0,0,The First Affiliated Hospital of Guangdong Pharmaceutical University,False,True,True
PRJNA906107,included,,0,,,0,0,0,George Washington University,False,True,True
PRJNA906500,excluded,site_excluded,0,,,0,0,0,Indiana University School of Medicine,False,True,True
PRJNA911048,excluded,site_excluded,0,,,0,0,0,suez canal university,False,True,True
PRJNA911205,included,,19,Warner BB,Mitreva M,1,1,0,McDonnell Genome Institute,True,True,True
PRJNA913442,excluded,site_excluded,0,,,0,0,0,Peking University School and Hospital of Stomatology,False,True,True
PRJNA915128,excluded,site_excluded,0,,,0,0,0,University of Massachusetts Medical School,False,True,True
PRJNA917645,excluded,age_unknown_no_evidence,0,,,0,0,0,Diversigen,False,True,True
PRJNA919082,excluded,age_adult_only,0,,,0,0,0,Inner Mongolia Agricultural University,False,True,True
PRJNA925700,excluded,age_unknown_no_evidence,0,,,0,0,0,VHIR; FunHoMic; Manichanh Lab,False,True,True
PRJNA927010,included,,0,,,0,0,0,University of Cincinnati,False,True,True
PRJNA928744,excluded,age_adult_only,0,,,0,0,0,University of Western Ontario,False,True,True
PRJNA929986,excluded,age_child_over_36m,0,,,0,0,0,Children's Hospital of Philadelphia,False,True,True
PRJNA934596,excluded,site_excluded,0,,,0,0,0,University of Michigan,False,True,True
PRJNA935276,excluded,age_adult_only,0,,,0,0,0,Shanghai Changzheng Hospital,False,True,True
PRJNA935688,excluded,site_excluded,0,,,0,0,0,Penn State College of Medicine,False,True,True
PRJNA936783,excluded,assay_isolate_genome,8,Zhou Y,Chiu CH,1,0,1,Chang Gung Memorial Hospital,True,True,True
PRJNA937013,excluded,assay_amplicon,0,,,0,0,0,Seoul National University Bundang Hospi,False,True,True
PRJNA938144,included,,9,Zhang A,,1,1,0,Washington University in St. Louis,True,True,True
PRJNA939268,excluded,age_unknown_no_evidence,0,,,0,0,0,AMILI Pte Ltd,False,True,True
PRJNA940472,excluded,age_child_over_36m,0,,,0,0,0,Baylor College of Medicine,False,True,True
PRJNA940581,excluded,age_unknown_no_evidence,0,,,0,0,0,Jiangsu university,False,True,True
PRJNA941151,excluded,age_adult_only,0,,,0,0,0,The second Hospital of Hebei Medical University,False,True,True
PRJNA943380,excluded,age_adult_only,0,,,0,0,0,University of Bern,False,True,True
PRJNA946631,excluded,assay_isolate_genome,0,,,0,0,0,University of Waterloo,False,True,True
PRJNA947616,included,,6,Heston SM,Yeo KT,1,1,0,Duke University,True,True,True
PRJNA948840,excluded,age_child_over_36m,0,,,0,0,0,Duke University,False,True,True
PRJNA949443,included,,9,Kazakova P,Torrell H,1,1,0,Eurecat,True,True,True
PRJNA949528,included,,14,Kozhakhmetov S,Kushugulova A,3,3,0,"Center for Life Sciences, National Laboratory Astana",True,True,True
PRJNA954397,excluded,age_unknown_no_evidence,0,,,0,0,0,NIH,False,True,True
PRJNA961698,included,,19,Shaffer M,Pichichero ME,1,1,0,Merck,True,True,True
PRJNA970820,excluded,age_adult_only,0,,,0,0,0,University of Illinois at Urbana Champaign,False,True,True
PRJNA971474,excluded,age_child_over_36m,0,,,0,0,0,Baylor College of Medicine,False,True,True
PRJNA971895,included,,7,Patangia DV,Ross RP,1,1,0,Teagasc,True,True,True
PRJNA976190,excluded,age_maternal_only,0,,,0,0,0,The fourth Clinical Medical College of Guangzhou University of Chinese Medicine,False,True,True
PRJNA978345,included,,0,,,0,0,0,Monash University,False,True,True
PRJNA979106,excluded,site_excluded,0,,,0,0,0,Redeemer's University,False,True,True
PRJNA979336,excluded,site_excluded,0,,,0,0,0,"Universite de Lille, CHU de Lille",False,True,True
PRJNA979436,included,,12,Seong HJ,Hong SJ,1,1,0,"Macrogen, Inc.",True,True,True
PRJNA980291,excluded,assay_other_nonshotgun,8,Guitor AK,Pernica JM,1,0,1,McMaster University,True,True,True
PRJNA981221,excluded,age_unknown_no_evidence,0,,,0,0,0,University of Arizona,False,True,True
PRJNA982400,excluded,site_excluded,0,,,0,0,0,"University of California, San Francisco",False,True,True
PRJNA983093,excluded,age_adult_only,0,,,0,0,0,Inner Mongolia Agricultural University,False,True,True
PRJNA984213,excluded,age_adult_only,0,,,0,0,0,University of Parma,False,True,True
PRJNA988496,included,,13,Bacorn M,Hourigan SK,3,3,0,CMU infant microbiome project; CHOP Microbiome Center,True,True,True
PRJNA991269,included,,32,Barker-Tejeda TC,Villaseñor A,2,2,0,san pablo CEU,True,True,True
PRJNA991560,excluded,assay_other_nonshotgun,0,,,0,0,0,Insirut Pasteur de Dakar,False,True,True
PRJNA994433,included,,18,Ennis D,Yassour M,2,2,0,Hebrew University,True,True,True
PRJEB40424,excluded,host_nonhuman,0,,,0,0,0,Wellcome Sanger Institute,False,True,True
PRJEB81427,excluded,host_nonhuman,0,,,0,0,0,University of Bologna,False,True,True
PRJEB50505,excluded,host_nonhuman,0,,,0,0,0,NIZO food research,False,True,True
PRJNA675102,excluded,host_synthetic,0,,,0,0,0,Combat Capabilities Development Command - Army Research Laboratory,False,True,True
PRJNA454495,excluded,host_synthetic,0,,,0,0,0,ETH Zurich,False,True,True
PRJNA491522,excluded,host_nonhuman,0,,,0,0,0,University of Wisconsin Madison; University of Wisconsin Madison Biotechnology Center,False,True,True
PRJEB47736,excluded,host_nonhuman,0,,,0,0,0,FISABIO,False,True,True
PRJNA1321166,excluded,host_synthetic,0,,,0,0,0,University of Naples Federico II,False,True,True
PRJNA1336467,excluded,host_synthetic,0,,,0,0,0,University of Naples Federico II,False,True,True
PRJNA1203439,excluded,host_synthetic,0,,,0,0,0,University of Naples Federico II,False,True,True
PRJNA506325,excluded,host_nonhuman,12,Sarker SA,Brüssow H,1,0,1,Nestle Research,True,True,True
PRJNA308867,excluded,host_nonhuman,0,,,0,0,0,Montana State University,False,True,True
PRJEB66907,excluded,host_nonhuman,0,,,0,0,0,max-planck institute for biology; Max-Planck Institute for Biology,False,True,True
PRJNA644474,excluded,host_nonhuman,0,,,0,0,0,South China Agricultural University,False,True,True
PRJDB35070,excluded,host_nonhuman,0,,,0,0,0,The First Affiliated Hospital of Guangxi Medical University; NGDC,False,True,True
PRJEB58786,excluded,host_nonhuman,0,,,0,0,0,"UNIVERSITY OF COPENHAGEN, SECTION OF MICROBIOLOGY",False,True,True
PRJEB59610,excluded,host_nonhuman,0,,,0,0,0,UNIVERSITY OF SZEGED,False,True,True
PRJEB75763,excluded,host_nonhuman,0,,,0,0,0,"Key Laboratory of Environmental and Applied Microbiology, CAS",False,True,True
PRJEB77930,excluded,host_nonhuman,0,,,0,0,0,"Key Laboratory of Environmental and Applied Microbiology, CAS",False,True,True
PRJEB81717,excluded,host_nonhuman,0,,,0,0,0,"University of Notre Dame, Department of Biological Sciences; University of Notre Dame",False,True,True
PRJEB86258,excluded,host_nonhuman,0,,,0,0,0,3D'omics,False,True,True
PRJEB100724,excluded,host_nonhuman,0,,,0,0,0,3D'omics,False,True,True
PRJEB86261,excluded,host_nonhuman,0,,,0,0,0,3D'omics,False,True,True
PRJEB86262,excluded,host_nonhuman,0,,,0,0,0,3D'omics,False,True,True
PRJEB103317,excluded,host_nonhuman,0,,,0,0,0,Cologne Excellence Cluster on Aging and Aging-Associated Diseases,False,True,True
PRJEB86255,excluded,host_nonhuman,0,,,0,0,0,3D'omics,False,True,True
PRJEB86260,excluded,host_nonhuman,0,,,0,0,0,3D'omics,False,True,True
PRJEB86259,excluded,host_nonhuman,0,,,0,0,0,3D'omics,False,True,True
PRJEB9092,excluded,host_nonhuman,0,,,0,0,0,Food safety laboratory,False,True,True
PRJEB52388,excluded,host_nonhuman,0,,,0,0,0,"UNIVERSITY OF COPENHAGEN, SECTION OF MICROBIOLOGY",False,True,True
PRJEB54026,excluded,host_nonhuman,0,,,0,0,0,"Key Laboratory of Environmental and Applied Microbiology, CAS",False,True,True
PRJNA49515,excluded,host_nonhuman,0,,,0,0,0,MBRI; Research and Testing Laboratory,False,True,True
PRJNA590979,excluded,host_nonhuman,0,,,0,0,0,University of Pennslvania,False,True,True
PRJNA590085,excluded,host_nonhuman,0,,,0,0,0,South China Agricultural University,False,True,True
PRJNA601807,excluded,host_nonhuman,0,,,0,0,0,Nanjing Normal University,False,True,True
PRJNA601318,excluded,host_nonhuman,0,,,0,0,0,Nanjing agricultural university,False,True,True
PRJNA613381,excluded,host_nonhuman,7,Lavrinienko A,Watts PC,1,0,1,University of Jyvaskyla,True,True,True
PRJNA624740,excluded,host_nonhuman,5,Gong G,Suolang S,1,0,1,Tibet Agricultural and Animal Husbandry College,True,True,True
PRJNA631602,excluded,host_nonhuman,4,Li Z,Zhu W,1,0,1,North West A&F University,True,True,True
PRJNA620697,excluded,host_nonhuman,0,,,0,0,0,DOE Joint Genome Institute,False,True,True
PRJNA620701,excluded,host_nonhuman,0,,,0,0,0,DOE Joint Genome Institute,False,True,True
PRJNA620706,excluded,host_nonhuman,0,,,0,0,0,DOE Joint Genome Institute,False,True,True
PRJNA620711,excluded,host_nonhuman,0,,,0,0,0,DOE Joint Genome Institute,False,True,True
